"mz","time","PeakID","Module_RTclust"
1110.56469,40.1,"Peak10137","19_1"
1110.78148,37.1,"Peak10138","47_1"
1111.28523,34.8,"Peak10139","26_1"
1111.67027,366.9,"Peak10142","50_23"
1111.78932,38.6,"Peak10143","3_1"
1112.0485,498.9,"Peak10145","47_29"
1112.33581,489,"Peak10147","19_35"
1112.55311,583.9,"Peak10148","47_34"
1112.67231,366.8,"Peak10149","50_23"
1112.75646,36.8,"Peak10150","27_1"
1112.78451,35.5,"Peak10151","13_1"
1113.24752,484.6,"Peak10152","30_44"
1113.25453,37.4,"Peak10153","3_1"
1113.47211,504.8,"Peak10154","47_29"
1113.6757,366.5,"Peak10156","50_23"
1114.10414,579.7,"Peak10158","4_43"
1114.47658,505.3,"Peak10160","47_29"
1114.63827,40.1,"Peak10162","11_1"
1115.47538,504.9,"Peak10166","47_29"
1115.75698,35,"Peak10170","9_1"
1116.08094,577.5,"Peak10171","4_43"
1116.26411,37.7,"Peak10172","18_1"
1116.41914,31.4,"Peak10173","50_1"
1116.50372,39.6,"Peak10175","20_1"
1116.58125,576.4,"Peak10176","4_43"
1116.72224,38,"Peak10177","3_1"
1116.7293,486.4,"Peak10178","3_36"
1117.18066,39.9,"Peak10179","18_1"
1117.58288,572.5,"Peak10180","4_42"
1117.73113,38.7,"Peak10181","19_1"
1118.50812,33.4,"Peak10184","37_1"
1118.58586,35,"Peak10186","27_1"
1118.76965,38.1,"Peak10187","3_1"
1118.83328,504.6,"Peak10188","19_37"
1119.33544,563.5,"Peak10191","36_40"
1119.56188,571.5,"Peak10192","40_41"
1119.77423,39.1,"Peak10194","19_1"
112.00574,35.6,"Peak134","18_1"
112.0173,400.7,"Peak135","15_33"
112.0612,504.6,"Peak137","29_35"
112.07515,536.9,"Peak138","19_40"
112.07742,56,"Peak139","3_1"
112.09895,53.3,"Peak140","9_2"
112.11161,568.9,"Peak141","20_41"
112.51892,545.1,"Peak142","46_73"
112.89516,42.2,"Peak143","33_1"
112.95522,472.7,"Peak144","22_37"
112.96619,373.1,"Peak145","22_26"
112.97792,35,"Peak146","18_1"
112.98711,53.4,"Peak147","41_3"
1120.58878,38.6,"Peak10196","27_1"
1120.63131,500.7,"Peak10197","47_29"
1120.74471,38.7,"Peak10198","26_1"
1121.1205,494.2,"Peak10199","47_29"
1121.24107,37.9,"Peak10200","22_1"
1121.6313,499.9,"Peak10201","47_29"
1121.74485,39,"Peak10202","2_1"
1122.12114,493.7,"Peak10204","47_29"
1122.58288,38.3,"Peak10205","47_1"
1122.63262,499.6,"Peak10206","47_29"
1122.66816,40.7,"Peak10207","19_1"
1122.74633,39.4,"Peak10208","19_1"
1123.09468,483.6,"Peak10210","4_33"
1123.60683,498.6,"Peak10213","47_29"
1123.67087,39.1,"Peak10215","19_1"
1123.75627,36.4,"Peak10216","18_1"
1124.09797,486.6,"Peak10218","40_34"
1124.25463,37.5,"Peak10219","11_1"
1124.44694,37.9,"Peak10220","36_1"
1124.67494,37.2,"Peak10223","29_1"
1124.7462,38.3,"Peak10224","19_1"
1125.58045,497.4,"Peak10227","47_29"
1125.71602,38.9,"Peak10228","12_1"
1126.08003,503.7,"Peak10229","47_29"
1126.4085,555.9,"Peak10230","24_36"
1126.58708,499,"Peak10231","47_29"
1126.75855,37.6,"Peak10233","19_1"
1127.08017,497.7,"Peak10235","40_36"
1127.25891,37.5,"Peak10236","45_1"
1127.58789,490.6,"Peak10238","47_28"
1127.76675,37.9,"Peak10240","47_1"
1128.13892,430.9,"Peak10241","47_26"
1128.52559,584,"Peak10243","47_34"
1128.58289,495.8,"Peak10244","19_36"
1128.6187,40.5,"Peak10245","19_1"
1128.75482,36,"Peak10246","18_1"
1129.56485,374.6,"Peak10247","19_26"
1129.737,34.3,"Peak10248","19_1"
113.00657,169.5,"Peak148","11_17"
113.01611,397.7,"Peak149","41_29"
113.03718,273.6,"Peak150","3_17"
113.05909,258.9,"Peak151","4_12"
113.10674,575.6,"Peak152","4_43"
113.96309,388.8,"Peak153","15_33"
1130.06708,515.9,"Peak10250","3_38"
1130.56964,507.3,"Peak10252","42_38"
1130.61273,42.4,"Peak10253","24_1"
1131.57577,498.8,"Peak10256","33_36"
1132.23768,37.5,"Peak10259","19_1"
1132.48244,33.6,"Peak10261","22_1"
1132.61205,37.3,"Peak10263","40_1"
1132.69847,36.5,"Peak10264","24_1"
1133.59207,411.8,"Peak10265","4_25"
1133.70745,34.3,"Peak10266","45_1"
1134.47951,37.3,"Peak10269","3_1"
1134.60224,416,"Peak10270","19_29"
1134.74666,39.1,"Peak10272","45_1"
1135.25235,37.5,"Peak10274","47_1"
1135.5993,421.1,"Peak10275","41_31"
1135.6716,365.7,"Peak10276","50_23"
1135.75114,36.3,"Peak10277","44_1"
1136.1128,577.6,"Peak10278","4_43"
1136.24303,35.3,"Peak10279","40_1"
1136.56872,502.1,"Peak10280","47_29"
1136.67008,365.7,"Peak10281","39_34"
1137.1191,574.2,"Peak10283","4_42"
1137.56838,491.1,"Peak10284","47_29"
1137.67712,364.9,"Peak10285","11_29"
1138.56935,502.5,"Peak10288","19_36"
1138.75809,37.7,"Peak10289","24_1"
1139.2592,35.7,"Peak10291","27_1"
1139.57165,503.1,"Peak10292","47_29"
1139.72429,40.3,"Peak10293","18_1"
114.05441,45.5,"Peak155","18_2"
114.06559,515.3,"Peak156","27_33"
114.06574,40.2,"Peak157","17_1"
114.09079,356.3,"Peak159","50_22"
114.89223,42.3,"Peak160","33_1"
114.96641,393.7,"Peak161","15_33"
1140.42974,37.6,"Peak10295","18_1"
1140.64077,39.8,"Peak10297","27_1"
1140.81546,582.2,"Peak10299","26_35"
1141.52921,501.9,"Peak10301","18_36"
1141.55836,506.2,"Peak10302","47_29"
1141.77699,36.9,"Peak10304","47_1"
1142.2728,36.3,"Peak10306","19_1"
1142.52812,501.4,"Peak10307","47_29"
1142.63027,485.2,"Peak10308","47_28"
1142.73244,37.5,"Peak10309","36_1"
1143.13394,491.4,"Peak10310","47_29"
1143.23618,36.6,"Peak10311","3_1"
1143.55757,503.6,"Peak10312","47_29"
1143.73293,38.8,"Peak10314","11_1"
1144.13496,490.6,"Peak10315","32_52"
1144.51525,36.3,"Peak10316","36_1"
1144.59572,35.1,"Peak10317","47_1"
1144.74206,37.3,"Peak10318","45_1"
1145.10801,480.6,"Peak10320","3_35"
1145.61332,474,"Peak10323","47_28"
1146.11163,488.2,"Peak10326","49_31"
1146.59559,37.6,"Peak10327","4_1"
1146.74964,41.3,"Peak10328","19_1"
1147.58647,498.8,"Peak10331","47_29"
1148.08607,497.5,"Peak10334","47_29"
1148.32864,273.6,"Peak10335","50_15"
1148.59335,34.8,"Peak10337","33_1"
1148.6816,36.1,"Peak10338","3_1"
1149.0936,491,"Peak10339","47_29"
1149.55737,569.9,"Peak10341","19_44"
1149.74148,396.4,"Peak10343","15_33"
115.0166,179.4,"Peak162","33_7"
115.05363,49.1,"Peak163","40_1"
115.06897,42.2,"Peak164","17_1"
115.07484,258.2,"Peak165","2_20"
115.09416,515.4,"Peak166","11_41"
115.95418,110.8,"Peak167","3_5"
115.96353,389,"Peak168","3_26"
1150.13931,405.5,"Peak10344","19_28"
1150.24985,397.7,"Peak10345","15_33"
1150.61845,581.7,"Peak10347","4_43"
1150.74382,400.4,"Peak10348","19_28"
1151.25286,401.7,"Peak10351","4_24"
1151.62194,581.7,"Peak10352","4_43"
1151.74746,397.6,"Peak10353","4_24"
1152.07246,520.4,"Peak10355","47_30"
1152.54542,40.2,"Peak10357","38_1"
1152.68588,36.9,"Peak10359","3_1"
1152.75982,37.4,"Peak10360","6_1"
1153.2702,35.9,"Peak10362","19_1"
1153.69207,255.6,"Peak10364","51_14"
1153.76611,37.3,"Peak10365","19_1"
1154.09937,483.2,"Peak10366","19_34"
1154.53652,31.7,"Peak10367","24_1"
1154.61805,36,"Peak10368","19_1"
1154.73665,37.1,"Peak10369","27_1"
1155.73068,34.4,"Peak10373","40_1"
1156.62195,37.8,"Peak10376","26_1"
1156.7706,34.9,"Peak10377","19_1"
1157.49937,502.7,"Peak10380","47_29"
1157.62586,574.5,"Peak10382","4_43"
1157.74493,42.3,"Peak10383","19_1"
1158.13203,573.9,"Peak10384","4_42"
1158.24373,38.7,"Peak10385","37_1"
1158.40014,36.6,"Peak10386","26_1"
1158.48208,35,"Peak10387","19_1"
1158.49698,501.9,"Peak10388","47_29"
1158.62363,571,"Peak10389","47_33"
1158.71304,40.3,"Peak10390","19_1"
1159.13045,572.1,"Peak10391","4_42"
1159.59285,572.2,"Peak10396","47_33"
1159.71222,39.6,"Peak10398","29_1"
116.05212,524.8,"Peak171","36_36"
116.07001,406.7,"Peak172","11_31"
116.07006,46.1,"Peak173","35_2"
116.10647,310.3,"Peak174","48_22"
116.52344,192.6,"Peak175","50_10"
116.89032,42.9,"Peak176","33_1"
1160.10777,570.6,"Peak10400","19_44"
1160.6081,571.2,"Peak10405","4_42"
1160.75004,38.2,"Peak10407","19_1"
1161.10875,572.2,"Peak10409","47_33"
1161.25078,36.6,"Peak10410","18_1"
1161.60598,564.1,"Peak10411","38_55"
1161.74437,397.3,"Peak10412","3_26"
1162.24575,395.5,"Peak10413","37_24"
1162.58269,567.7,"Peak10414","4_42"
1162.74747,401.8,"Peak10415","19_28"
1163.257,411.1,"Peak10417","26_25"
1163.58687,543.6,"Peak10418","4_40"
1163.75936,402.9,"Peak10419","38_46"
1164.26205,403.6,"Peak10422","17_30"
1164.59236,548.5,"Peak10425","47_32"
1164.65243,495.9,"Peak10426","47_29"
1164.76507,36.3,"Peak10427","21_1"
1164.76507,408.1,"Peak10427","3_27"
1165.14818,488.8,"Peak10429","47_28"
1165.65178,495.1,"Peak10431","47_29"
1165.73449,37.5,"Peak10432","19_1"
1166.14817,488.6,"Peak10433","47_28"
1166.23093,38.5,"Peak10434","11_1"
1166.42659,31.1,"Peak10436","37_1"
1166.65241,38.5,"Peak10438","19_1"
1166.65241,490.3,"Peak10438","3_36"
1166.73523,39.1,"Peak10440","3_1"
1168.61981,462.9,"Peak10449","37_28"
1168.74813,38.6,"Peak10450","4_1"
1169.23895,37.8,"Peak10451","47_1"
1169.6016,32.9,"Peak10452","27_1"
1169.60916,495.7,"Peak10453","47_29"
1169.7452,39.6,"Peak10454","36_1"
117.02782,470.5,"Peak178","36_31"
117.05671,45.9,"Peak179","17_1"
117.07346,85.3,"Peak180","19_4"
117.09049,384.4,"Peak181","19_26"
117.1018,531.9,"Peak182","40_38"
117.10212,168,"Peak183","48_13"
117.10982,353.3,"Peak184","24_22"
117.75015,538.1,"Peak186","47_31"
1170.10052,493.3,"Peak10455","47_29"
1170.50897,32.8,"Peak10457","19_1"
1170.60733,494.5,"Peak10458","47_29"
1171.61435,489.4,"Peak10463","47_28"
1172.59233,35.7,"Peak10465","20_1"
1172.75165,36.8,"Peak10466","18_1"
1173.59432,491.6,"Peak10469","3_36"
1173.75385,38.2,"Peak10470","37_1"
1174.24783,402.9,"Peak10471","19_28"
1174.5976,32,"Peak10472","36_1"
1174.68126,38.2,"Peak10473","40_1"
1174.74972,395.3,"Peak10474","29_27"
1175.25194,395.5,"Peak10476","42_32"
1175.59455,497.6,"Peak10477","3_36"
1175.7621,37.9,"Peak10479","42_1"
1175.7621,406.6,"Peak10479","29_28"
1176.26497,34.9,"Peak10481","33_1"
1176.26497,410.7,"Peak10481","17_30"
1176.46315,32.3,"Peak10483","3_1"
1176.68427,37.3,"Peak10485","12_1"
1176.73003,39.1,"Peak10486","19_1"
1176.76053,407,"Peak10487","18_29"
1177.26404,409.7,"Peak10488","19_29"
1177.59226,499,"Peak10489","33_36"
1178.5548,34.4,"Peak10494","2_1"
1178.6924,428.3,"Peak10496","37_26"
1178.76886,37,"Peak10497","3_1"
1179.58741,499.4,"Peak10499","19_36"
1179.64099,568.7,"Peak10500","4_42"
1179.77112,38.1,"Peak10501","19_1"
118.05379,344.5,"Peak188","29_24"
118.06454,48.6,"Peak190","17_1"
118.08572,46.7,"Peak191","33_1"
118.12202,353,"Peak192","17_25"
118.68284,296.9,"Peak193","19_20"
118.98324,171.3,"Peak194","2_11"
1180.14634,570.4,"Peak10502","4_42"
1180.59838,501,"Peak10503","47_29"
1180.62903,37.3,"Peak10504","26_1"
1180.77467,37.9,"Peak10506","37_1"
1181.59531,498.8,"Peak10509","47_29"
1182.71644,35.5,"Peak10513","33_1"
1183.60064,500.2,"Peak10515","19_36"
1183.75452,35.7,"Peak10516","13_1"
1184.25482,35.7,"Peak10517","45_1"
1184.70922,39.7,"Peak10520","40_1"
1185.10221,567.2,"Peak10521","40_41"
1185.59566,562.7,"Peak10523","47_33"
1185.74221,372.2,"Peak10525","8_19"
1186.09713,566.5,"Peak10526","40_41"
1186.24378,376.9,"Peak10527","11_30"
1186.58348,34,"Peak10528","40_1"
1186.58348,497.4,"Peak10528","47_29"
1186.74566,377.2,"Peak10531","2_29"
1186.75339,36.8,"Peak10532","33_1"
1187.16286,488.4,"Peak10533","47_28"
1187.2556,35.3,"Peak10534","19_1"
1187.75812,37,"Peak10538","24_1"
1188.26097,413,"Peak10540","36_26"
1188.57831,36.4,"Peak10541","33_1"
1188.76413,410.3,"Peak10544","37_25"
1189.26762,410.4,"Peak10546","41_30"
1189.77142,410.4,"Peak10550","19_29"
119.013,335.5,"Peak195","2_26"
119.05973,561.7,"Peak196","4_42"
119.06784,47,"Peak197","27_1"
119.08893,83.9,"Peak198","51_3"
119.12532,359.2,"Peak199","17_26"
119.52228,553.5,"Peak200","27_36"
1190.27554,413.4,"Peak10551","17_30"
1190.65579,36,"Peak10554","4_1"
1190.77999,415.2,"Peak10555","47_25"
1191.27699,416.8,"Peak10556","3_28"
1191.61885,483.8,"Peak10557","23_44"
1191.74321,34.6,"Peak10558","18_1"
1192.11638,488.4,"Peak10559","47_28"
1192.24081,34,"Peak10560","27_1"
1192.61421,485.9,"Peak10563","19_35"
1192.6609,38.3,"Peak10564","20_1"
1193.089,554,"Peak10566","13_38"
1193.58745,552.6,"Peak10568","47_33"
1193.70431,34.1,"Peak10569","19_1"
1194.52287,37.2,"Peak10570","11_1"
1194.64768,579.1,"Peak10571","4_43"
1194.7725,383.3,"Peak10572","3_25"
1195.24077,33.8,"Peak10574","35_1"
1195.64683,579.5,"Peak10575","4_43"
1195.75619,35.9,"Peak10576","3_1"
1196.24849,36.1,"Peak10577","39_1"
1196.60814,38.2,"Peak10578","22_1"
1196.7411,33.3,"Peak10580","44_1"
1197.60193,502.7,"Peak10582","19_36"
1197.74288,31.4,"Peak10583","47_1"
1197.74288,373,"Peak10583","19_26"
1197.89952,277.2,"Peak10585","30_31"
1198.60479,33.9,"Peak10586","49_1"
1198.74592,378.9,"Peak10588","36_24"
1198.75376,38.1,"Peak10589","19_1"
1198.90276,401.5,"Peak10590","19_28"
1199.72667,36.6,"Peak10593","19_1"
1199.90726,398.6,"Peak10595","26_24"
120.01061,544.1,"Peak201","47_32"
120.02488,478.5,"Peak202","18_34"
120.06482,66.8,"Peak203","28_3"
120.08017,534.9,"Peak204","19_40"
1200.26071,410.8,"Peak10597","7_39"
1200.60645,558.4,"Peak10600","47_33"
1200.68505,35.3,"Peak10601","27_1"
1200.77151,414.2,"Peak10602","27_25"
1201.26691,414.4,"Peak10604","33_30"
1201.52653,500.3,"Peak10605","47_29"
1201.60522,571.8,"Peak10606","21_59"
1201.69179,38.5,"Peak10608","47_1"
1201.77836,421.9,"Peak10609","47_25"
1202.15626,566.7,"Peak10610","4_42"
1202.27439,414.2,"Peak10611","19_29"
1202.6604,567.7,"Peak10613","47_33"
1202.77072,38.6,"Peak10615","19_1"
1202.7786,418.8,"Peak10616","19_29"
1203.15697,565.9,"Peak10617","4_42"
1203.27524,414.3,"Peak10619","36_26"
1203.6144,484,"Peak10622","36_32"
1203.78403,416.9,"Peak10625","3_28"
1204.23787,35,"Peak10627","24_1"
1204.55374,35.8,"Peak10628","19_1"
1204.70382,37.7,"Peak10630","4_1"
1205.70771,38.4,"Peak10632","27_1"
1206.63367,36.8,"Peak10633","19_1"
1207.61619,555.3,"Peak10637","47_33"
1207.71133,35.4,"Peak10638","37_1"
1208.11583,563.8,"Peak10639","47_33"
1208.41735,37.5,"Peak10641","24_1"
1208.63166,38,"Peak10642","13_1"
1208.67929,493.8,"Peak10643","47_29"
1209.17165,484.7,"Peak10644","47_28"
1209.68021,483.2,"Peak10645","47_28"
1209.75175,35.2,"Peak10646","24_1"
121.00207,240.9,"Peak206","22_17"
121.02755,256.5,"Peak207","36_12"
121.07135,46.6,"Peak208","27_1"
121.07525,521.5,"Peak209","4_37"
121.08802,546.9,"Peak210","19_42"
121.1006,518.1,"Peak211","3_38"
121.12939,207.2,"Peak212","4_8"
121.55608,90.4,"Peak213","3_4"
121.96564,549.3,"Peak214","2_43"
121.97379,42.2,"Peak215","33_1"
1210.26068,37.3,"Peak10648","19_1"
1210.71421,36.6,"Peak10650","19_1"
1211.22374,37.1,"Peak10651","36_1"
1211.63,480,"Peak10655","22_38"
1211.72562,38,"Peak10656","19_1"
1211.85313,382.3,"Peak10657","3_25"
1212.22782,32.7,"Peak10658","40_1"
1212.58672,572.6,"Peak10659","36_40"
1212.72235,38,"Peak10660","19_1"
1212.85002,382,"Peak10661","4_23"
1213.27307,36.4,"Peak10662","19_1"
1213.63243,493.4,"Peak10663","40_35"
1213.76824,413.1,"Peak10664","7_39"
1214.2717,426.2,"Peak10666","13_27"
1214.63951,495.2,"Peak10667","47_29"
1215.27958,427.7,"Peak10672","4_27"
1215.3276,483.5,"Peak10673","3_35"
1215.78398,421.4,"Peak10676","27_26"
1216.57726,579.2,"Peak10678","20_42"
1216.66545,37.5,"Peak10680","19_1"
1217.57999,559.9,"Peak10681","13_38"
1217.74073,38,"Peak10682","4_1"
1218.24667,37.5,"Peak10683","19_1"
1218.74489,37.8,"Peak10687","19_1"
1219.21124,33.4,"Peak10689","19_1"
1219.62958,282.3,"Peak10692","3_17"
122.05924,231.7,"Peak217","18_15"
122.09573,387.9,"Peak218","13_23"
122.92394,40.2,"Peak220","29_1"
1220.75694,38.4,"Peak10698","33_1"
1221.04708,273.7,"Peak10699","40_16"
1221.25669,36.5,"Peak10700","19_1"
1221.34539,529.6,"Peak10701","25_40"
1221.75676,36.1,"Peak10703","27_1"
1222.1199,484.9,"Peak10705","13_30"
1222.61242,36.1,"Peak10708","12_1"
1222.7255,40.4,"Peak10710","18_1"
1223.67113,565.6,"Peak10712","47_33"
1224.62596,499.7,"Peak10719","47_29"
1224.77171,35.5,"Peak10720","33_1"
1224.91748,412.5,"Peak10721","17_30"
1225.53327,240.8,"Peak10723","3_15"
1225.62243,497.2,"Peak10724","47_29"
1225.73593,34.8,"Peak10725","19_1"
1225.86566,340,"Peak10726","2_26"
1225.92242,417.1,"Peak10727","19_29"
1226.47405,278.8,"Peak10729","36_14"
1226.69318,39.8,"Peak10731","45_1"
1227.62716,495.6,"Peak10737","47_29"
1227.7003,36.6,"Peak10738","19_1"
1228.6273,550,"Peak10739","2_43"
1228.74122,37.2,"Peak10741","19_1"
1229.12376,560.2,"Peak10742","40_40"
1229.24589,32.7,"Peak10743","19_1"
1229.73457,34.5,"Peak10745","32_1"
123.0405,241.8,"Peak221","37_12"
123.05466,364.5,"Peak222","50_22"
123.07841,391.8,"Peak223","4_23"
123.09106,543.9,"Peak224","4_40"
123.09108,48.1,"Peak225","18_2"
123.09917,573.7,"Peak226","45_43"
123.11623,414.6,"Peak227","3_27"
123.97081,42.8,"Peak229","33_1"
1230.12573,559.5,"Peak10746","47_33"
1230.55786,35.9,"Peak10748","19_1"
1230.58232,497.4,"Peak10749","37_31"
1231.18606,479.6,"Peak10751","19_34"
1231.21054,275.9,"Peak10752","5_34"
1231.70857,31.8,"Peak10756","19_1"
1232.64012,38.6,"Peak10763","27_1"
1234.21962,36.2,"Peak10773","22_1"
1234.32612,272.6,"Peak10774","19_19"
1234.63751,31.9,"Peak10776","19_1"
1234.72767,37.1,"Peak10777","27_1"
1235.85141,364,"Peak10783","37_21"
1236.61511,539.5,"Peak10787","19_41"
1236.72192,37.1,"Peak10789","2_1"
1236.8534,362.8,"Peak10790","19_25"
1237.11642,563.1,"Peak10791","47_33"
1237.72497,35.4,"Peak10794","24_1"
1237.90598,425.8,"Peak10796","4_26"
1238.11172,558.4,"Peak10797","40_40"
1238.23519,30.8,"Peak10799","24_1"
1238.49041,30.7,"Peak10801","50_1"
1238.90223,420.9,"Peak10804","4_26"
1239.33899,394.7,"Peak10806","40_26"
1239.8337,393.5,"Peak10808","47_22"
1239.88319,443,"Peak10809","4_28"
124.05841,535,"Peak230","47_31"
124.08619,324.2,"Peak231","22_22"
124.20997,393.2,"Peak232","50_25"
124.89679,54.7,"Peak233","19_1"
124.92206,40.3,"Peak234","29_1"
124.95564,306.1,"Peak235","22_21"
124.96386,552.6,"Peak236","19_42"
124.99911,380.2,"Peak237","50_24"
1240.33697,393.7,"Peak10811","47_22"
1240.74146,38.2,"Peak10815","50_1"
1240.83229,396,"Peak10817","33_28"
1240.89009,450.5,"Peak10818","4_29"
1241.19984,287,"Peak10820","6_28"
1241.33616,270.5,"Peak10821","19_19"
1241.48491,278.4,"Peak10822","19_19"
1241.62541,274.7,"Peak10823","4_14"
1241.7494,34.7,"Peak10824","27_1"
1241.88995,449.2,"Peak10825","3_32"
1242.34483,290.8,"Peak10829","19_20"
1242.67581,35.8,"Peak10833","19_1"
1243.75241,36.3,"Peak10841","8_1"
1244.70595,37.6,"Peak10844","19_1"
1245.21219,36.3,"Peak10845","47_1"
1245.55262,498.1,"Peak10846","47_29"
1245.62737,567.6,"Peak10847","36_40"
1245.71043,36.2,"Peak10849","19_1"
1246.32534,283.4,"Peak10852","3_17"
1246.55812,504.3,"Peak10854","47_29"
1246.68286,562.6,"Peak10855","47_33"
1246.7577,36.7,"Peak10856","33_1"
1247.76467,37.5,"Peak10860","50_1"
1248.76451,33.5,"Peak10864","19_1"
125.03725,37.2,"Peak238","18_1"
125.059,264.5,"Peak239","2_20"
125.0703,89.8,"Peak240","27_5"
125.08973,42.9,"Peak242","29_1"
125.10682,49.2,"Peak243","2_2"
125.96349,384.3,"Peak244","15_32"
125.98565,34.5,"Peak245","18_1"
1250.325,401.2,"Peak10869","17_29"
1250.82631,394.2,"Peak10872","50_25"
1250.83467,37.5,"Peak10873","47_1"
1251.32792,398.9,"Peak10876","50_25"
1251.6374,559.2,"Peak10877","47_33"
1251.7378,35.8,"Peak10878","19_1"
1251.88005,359.4,"Peak10879","36_22"
1252.1395,558.3,"Peak10880","40_40"
1252.23996,35.5,"Peak10881","37_1"
1252.6419,554.8,"Peak10883","40_40"
1252.70054,38.7,"Peak10884","36_1"
1252.88484,360.9,"Peak10885","1_39"
1253.20328,33.1,"Peak10887","22_1"
1253.34578,277.5,"Peak10888","3_17"
1253.70632,476.6,"Peak10890","29_33"
1253.89924,392.7,"Peak10891","37_24"
1254.73851,35.6,"Peak10894","19_1"
1254.89807,405.7,"Peak10895","19_28"
1255.25088,33.5,"Peak10896","42_1"
1255.62065,567,"Peak10897","3_43"
1255.9065,408.6,"Peak10898","19_29"
1256.32704,283,"Peak10899","50_16"
1256.56263,35.8,"Peak10900","13_1"
1256.72254,39.2,"Peak10902","19_1"
1256.90773,395,"Peak10903","34_29"
1257.66576,482.2,"Peak10905","47_28"
1257.71631,37.3,"Peak10906","3_1"
1257.91858,405.5,"Peak10908","19_28"
1258.3064,399.5,"Peak10909","19_28"
1258.65222,33.8,"Peak10910","19_1"
1258.80408,394.2,"Peak10911","50_25"
1259.12478,559,"Peak10914","40_40"
1259.20075,269.3,"Peak10915","18_17"
1259.3105,394.3,"Peak10916","50_25"
1259.35272,277.9,"Peak10917","22_20"
1259.48782,278.6,"Peak10918","4_14"
1259.63139,564.8,"Peak10919","4_42"
1259.85102,360.9,"Peak10921","37_21"
1259.92706,278.2,"Peak10922","47_13"
126.02133,46.8,"Peak246","19_1"
126.05459,291.2,"Peak247","3_18"
126.09292,550.3,"Peak248","37_34"
126.12708,553.1,"Peak249","19_42"
126.89468,52.6,"Peak250","33_1"
126.97135,379.6,"Peak251","19_26"
126.98896,60.9,"Peak252","18_3"
1260.07071,281.5,"Peak10923","19_19"
1260.12986,556.5,"Peak10924","23_51"
1260.21438,280.4,"Peak10925","27_16"
1260.35807,282,"Peak10926","7_29"
1260.64554,36.8,"Peak10928","41_1"
1260.84851,32,"Peak10930","42_1"
1260.85697,363.3,"Peak10931","50_22"
1261.32231,403.1,"Peak10933","3_26"
1261.82179,396.3,"Peak10935","17_29"
1261.86413,418.6,"Peak10936","3_28"
1262.0674,272.9,"Peak10938","8_12"
1262.31308,404.1,"Peak10939","17_30"
1262.72837,36.6,"Peak10943","24_1"
1263.73777,38.4,"Peak10949","36_1"
1264.50198,279.2,"Peak10952","19_19"
1264.73988,35.4,"Peak10954","26_1"
1265.20737,272.5,"Peak10956","19_19"
1265.2924,398.8,"Peak10957","19_28"
1265.79423,397.1,"Peak10960","17_29"
1265.93037,445.7,"Peak10961","47_26"
1266.29636,393.8,"Peak10962","17_29"
1266.79879,393.9,"Peak10964","17_29"
1267.293,393.3,"Peak10967","17_29"
1267.69369,557.9,"Peak10969","33_42"
1267.79602,393.6,"Peak10970","17_29"
1267.91543,441.8,"Peak10971","47_26"
1268.29935,394.1,"Peak10975","17_29"
1268.6749,36.4,"Peak10977","19_1"
1268.79443,393.5,"Peak10978","19_27"
1268.91398,436,"Peak10979","47_26"
1269.2898,404.8,"Peak10981","45_30"
1269.46069,283.9,"Peak10982","40_16"
1269.64871,503.1,"Peak10983","32_53"
1269.79402,275.1,"Peak10984","3_17"
1269.92225,438.7,"Peak10985","4_28"
127.00217,35.3,"Peak253","3_1"
127.03811,246.1,"Peak254","15_17"
127.07464,273.1,"Peak255","17_19"
127.0859,519.1,"Peak256","19_39"
127.11097,306,"Peak257","33_20"
127.27446,406,"Peak259","50_26"
127.95318,383.5,"Peak260","19_26"
127.97877,48.5,"Peak261","32_2"
1270.67497,32.6,"Peak10987","9_1"
1270.71776,37.1,"Peak10988","50_1"
1271.22283,33.5,"Peak10990","19_1"
1272.68836,38.8,"Peak10994","27_1"
1273.15168,556.4,"Peak10996","40_40"
1273.69255,34.2,"Peak10998","19_1"
1273.87291,291.2,"Peak10999","19_20"
1274.06191,272.2,"Peak11001","42_22"
1274.15642,557.8,"Peak11002","40_40"
1274.33689,267.1,"Peak11004","36_13"
1274.62915,562.3,"Peak11005","4_42"
1275.62703,558.2,"Peak11011","19_42"
1275.87669,33.3,"Peak11013","3_1"
1275.88099,399.3,"Peak11014","3_26"
1276.62609,36.8,"Peak11018","19_1"
1276.88466,404.9,"Peak11019","3_26"
1277.89382,401.3,"Peak11023","50_26"
1278.48953,282.3,"Peak11026","33_18"
1278.70547,39.4,"Peak11027","19_1"
1278.8005,32.2,"Peak11028","47_1"
1278.8005,401.1,"Peak11028","47_23"
1278.89554,391.2,"Peak11030","50_25"
1279.20666,34.9,"Peak11031","3_1"
1279.30175,399.7,"Peak11032","17_29"
1279.70814,37.3,"Peak11033","3_1"
1279.80329,399.2,"Peak11034","17_29"
1279.91574,406.4,"Peak11035","50_26"
128.01871,35.4,"Peak262","6_1"
128.06149,502.8,"Peak263","19_36"
128.06995,388.4,"Peak264","17_29"
128.10635,367.5,"Peak265","50_23"
128.14277,67.7,"Peak266","24_2"
128.14281,551.5,"Peak267","19_42"
128.99145,172.7,"Peak268","15_11"
1280.30512,399.4,"Peak11037","47_23"
1280.64273,557.8,"Peak11038","40_40"
