"","x"
"748.41171_578.7",2033
"748.43492_302.8",2191
"748.52777_418",739
"748.61677_43.1",418
"748.70578_41.1",282
"748.74835_577.9",1359
"748.76771_306.4",1552
"748.85288_37.3",792
"748.91482_410.3",1287
"749.02325_46.7",605
"749.08135_578",1379
"749.10072_313.8",2187
"749.38356_475.1",1940
"749.41069_580.5",3151
"749.43395_312.6",840
"749.52698_422.4",1960
"749.67044_520.2",436
"749.74801_578.5",1270
"749.81783_39.4",334
"749.88377_475.1",2349
"749.92257_522.4",1715
"750.06615_577.7",1168
"750.17094_517.6",1794
"750.38449_475.1",4974
"750.40002_578.7",6053
"750.54373_406.7",354
"750.56704_42.8",195
"750.62143_551.1",977
"750.70303_42.6",502
"750.73412_578.5",1722
"750.78464_41.8",256
"750.85072_39.5",484
"750.8857_478.2",2187
"750.92847_552.8",3061
"750.9479_49.5",718
"751.06455_579.4",2664
"751.15789_516.1",722
"751.36018_474.3",3637
"751.3991_576.5",0
"751.48082_370.6",634
"751.5431_443.6",286
"751.71829_578.8",4523
"751.78448_40.1",206
"751.86238_474.6",1218
"751.90912_356.1",1284
"751.98313_373.2",333
"752.04937_579.8",4373
"752.08833_327",1408
"752.32999_551.2",822
"752.41576_355",1000
"752.56005_419.7",539
"752.78633_40.1",501
"752.82535_37.6",312
"752.92292_354.4",1878
"753.09078_494",2263
"753.18059_440.8",2026
"753.41105_549.2",2380
"753.44231_296.4",1752
"753.56345_433.1",474
"753.6807_441.3",2095
"753.75889_494.1",2272
"753.9153_548.9",2366
"753.94268_296.7",1875
"754.09132_493",2218
"754.36917_454.2",2479
"754.41223_550.4",2376
"754.53752_412.8",1862
"754.56101_42.8",564
"754.74509_495.8",2334
"754.80386_40",303
"754.91357_548.8",2348
"754.99195_391.5",1351
"755.03114_44.8",1219
"755.07818_494.9",2250
"755.37226_454.9",2328
"755.41541_546.6",2353
"755.44287_274.7",3120
"755.49779_394.3",290
"755.53702_410.6",2468
"755.74109_493.8",1949
"755.89026_548.5",2199
"755.9845_396.2",588
"756.05519_578.8",987
"756.07876_494.8",2066
"756.39307_547.6",1988
"756.42845_46",1098
"756.47955_353",130
"756.55424_409",432
"756.6486_42",583
"756.68399_317.3",801
"756.73512_42.6",895
"756.80198_41.2",1357
"756.81378_353.3",579
"756.89245_548.2",2089
"756.95147_49.7",809
"757.14823_352.8",483
"757.39627_94.6",2205
"757.44353_477.1",1760
"757.48291_352",372
"757.5026_543.5",526
"757.61684_398.2",378
"757.77052_425.6",2276
"757.85328_475.7",1772
"757.89664_555.7",2301
"757.93606_353",625
"757.97154_46.4",374
"758.10166_426.9",2238
"758.21604_184.7",146
"758.36989_550",1881
"758.39751_94.9",3354
"758.42908_334.6",2534
"758.56326_407.8",430
"758.56721_30",274
"759.10036_333.6",2264
"759.21496_267",487
"759.35726_451.6",2643
"759.37307_551.4",1453
"759.42051_428.6",2974
"759.56682_408.2",435
"759.85166_37.2",448
"759.89123_461.1",2038
"759.9506_412.3",1761
"760.08915_427.3",1817
"760.42181_341.9",436
"760.73488_494.3",1448
"760.81813_37.8",495
"760.93312_480.3",2188
"761.06797_501.4",1154
"761.0878_326",284
"761.17905_518.1",1818
"761.29809_318.2",298
"761.31793_41.4",1501
"761.38937_47.4",3104
"761.43304_474.1",2333
"761.5839_400.6",421
"761.75467_327.8",859
"761.88576_543.4",3279
"761.93344_472.4",2299
"762.05266_496",580
"762.16793_526.2",864
"762.30311_318.6",334
"762.39457_47.6",2015
"762.43434_472.9",1984
"762.58948_397.7",367
"762.59346_43.3",928
"762.681_42.9",531
"762.77651_302",1597
"762.90787_471.7",2025
"762.93574_473.1",2516
"762.97555_394.6",486
"763.10696_307",1823
"763.40973_471.7",2281
"763.44161_317.8",1309
"763.47748_394.4",526
"763.59308_430.9",232
"763.75655_575.4",1446
"763.77648_312.9",553
"763.87619_548.9",2004
"763.91209_472.9",2019
"763.97991_395.3",376
"764.08763_576.3",1522
"764.1874_437.2",2134
"764.37901_548",2106
"764.42293_576.5",1620
"764.52276_411.2",349
"764.58667_42.4",168
"764.67854_41.3",409
"764.68653_440.9",930
"764.73847_576.8",3657
"764.83037_37.4",395
"764.9103_473.3",1833
"764.93828_439.2",751
"764.95826_47.9",5704
"764.99824_47",2806
"765.07419_576.4",1510
"765.41014_576.9",1107
"765.50216_98.7",2402
"765.52217_457.7",551
"765.67425_440",526
"765.7423_576.1",2165
"765.83439_37.1",382
"765.91047_354.6",1954
"765.98256_392.9",365
"766.07068_580.3",3788
"766.35517_549.3",1908
"766.40728_576.5",585
"766.48746_394.6",754
"766.57165_409.6",1238
"766.76416_41.1",328
"766.85643_549.6",1274
"766.9126_546.7",2171
"767.09721_325.8",673
"767.35818_550.2",970
"767.44653_404.6",1665
"767.76797_492.1",2282
"767.84032_39.8",270
"767.94886_407.6",1397
"768.10167_491.6",2301
"768.40339_476.3",2150
"768.43558_490",318
"768.49193_49.6",4578
"768.55231_420.4",2587
"768.58451_414.6",340
"768.62477_41.1",6293
"768.76569_490.4",2293
"768.80194_40.2",177
"768.90263_471.5",2326
"768.93888_338.9",1305
"769.10004_490.4",2149
"769.3056_40.9",370
"769.40639_483",2002
"769.42252_517.4",3279
"769.5919_413.3",356
"769.75326_491.7",2207
"769.80572_40.3",245
"769.90257_480.8",1758
"769.92678_407.5",1962
"769.96311_393.1",458
"770.08422_490.6",2021
"770.39923_574.9",2473
"770.46387_393.3",389
"770.56893_404.7",672
"770.60126_408.8",799
"770.62147_40.8",982
"770.7306_576.6",508
"770.75486_495.7",2077
"770.77507_40.1",704
"770.84785_37.7",337
"770.96108_393.4",306
"771.15524_351.3",311
"771.394_472.4",2226
"771.46281_393.5",309
"771.56808_442",1192
"771.60452_552.3",1684
"771.68551_523.3",2419
"771.82323_352.2",694
"771.85159_37.4",233
"771.89615_472.4",2625
"771.93667_512.1",1713
"771.96503_394.2",300
"772.1839_511.7",1353
"772.43936_328.9",2258
"772.46775_396.2",250
"772.52454_515.5",507
"772.58539_413.2",370
"772.71118_43",387
"772.71523_577.3",322
"772.78017_422.7",2321
"772.85323_37.6",287
"772.89788_472.4",1066
"772.95878_393.5",257
"773.11308_423.5",2255
"773.174_516.2",543
"773.37713_509.1",2238
"773.44621_423.3",2270
"773.4584_394",326
"773.49091_373.2",4593
"773.5844_409.5",627
"773.74702_514.4",1505
"773.77548_332.6",1932
"773.82022_39.7",395
"773.87309_471.9",298
"773.92189_354.6",2174
"773.9585_390.1",399
"774.09683_425.2",403
"774.43467_468",2052
"774.49574_371.8",325
"774.54054_419.3",1459
"774.60163_444.8",228
"774.61792_41.3",299
"774.70754_42.4",388
"774.76457_424.4",456
"774.78902_39.6",908
"774.9398_359.8",538
"774.95202_43",1807
"775.07431_497.1",2723
"775.09877_425.1",2270
"775.19255_436.5",245
"775.29857_456.1",2257
"775.42502_546.2",2352
"775.45358_296.7",3544
"775.54334_472",2109
"775.69434_436.4",2313
"775.74332_497.4",1423
"775.82496_39.6",453
"775.92704_545.8",2360
"775.95562_296.2",1343
"775.98421_401",411
"776.07815_503.1",1716
"776.42545_547.5",2355
"776.45815_295.2",1935
"776.48268_404.4",289
"776.57262_413.8",529
"776.68302_436.3",1027
"776.728_494.4",1827
"776.79344_38.4",1132
"776.92844_546.3",2350
"777.01437_45.3",1522
"777.1003_489.6",1165
"777.11258_301.5",1383
"777.42782_543.4",2363
"777.56298_426.8",371
"777.68998_167.9",1564
"777.76374_572.8",3059
"777.78423_304.2",1065
"777.90309_545.6",2280
"778.04248_574.4",2308
"778.09988_569.6",1554
"778.11628_313.7",963
"778.20651_591.8",2365
"778.40341_546.5",2259
"778.43213_571.8",1475
"778.53472_417.4",1533
"778.56345_42.8",1283
"778.65375_42.9",246
"778.6948_176",255
"778.7646_573",4688
"778.78923_41",357
"778.8344_39.9",312
"778.86725_477.1",1229
"778.90422_546.1",2164
"779.09728_573.5",1556
"779.40961_562",516
"779.45895_474.1",675
"779.54118_456.6",699
"779.75093_573.6",1496
"779.86613_473.4",1517
"779.90727_547",1511
"779.95254_47.1",369
"779.96077_477",403
"780.08424_574",1480
"780.38482_551.2",2357
"780.41365_569.1",2078
"780.4878_470.9",517
"780.49191_98.2",2311
"780.54959_560.9",539
"780.64848_42.9",1083
"780.75151_574.4",961
"780.80509_37.5",200
"780.90403_408.5",1877
"781.08134_572.9",2335
"781.38249_548.1",1192
"781.39899_566.5",811
"781.43614_327.6",1154
"781.49392_98.3",2316
"781.5517_560.7",735
"781.77466_325",766
"781.8077_37.6",316
"781.86139_471.5",3106
"781.88617_552",1726
"781.89856_468.2",1752
"781.95639_399.8",575
"782.11753_325.9",1432
"782.39861_463.3",1230
"782.43582_338",793
"782.50198_95.9",2195
"782.56402_418.8",265
"782.73776_39.5",0
"782.77499_487.8",6564
"782.94466_469.5",2318
"783.11024_488.5",2288
"783.19306_506.9",1938
"783.40014_543.6",2210
"783.44157_470.9",2219
"783.512_80.2",2236
"783.56587_412",265
"783.63425_437.7",6564
"783.77725_488.5",3199
"783.81456_40.1",717
"783.94724_469.2",2339
"783.97213_403.1",312
"784.09241_487.8",1860
"784.17952_509.8",378
"784.31645_40.3",2361
"784.3621_522.3",2434
"784.39945_546.9",2181
"784.47001_399.1",548
"784.48662_49.8",2262
"784.57795_415.5",250
"784.7399_574.1",353
"784.76067_488.5",4999
"784.92267_470.1",1982
"784.9476_470.5",2696
"784.97253_400.1",245
"785.07641_573.9",607
"785.09304_487.8",1486
"785.36325_522.6",2302
"785.42146_468.9",2295
"785.47137_400.6",786
"785.49216_436.5",2203
"785.52544_450.3",3809
"785.58783_405",355
"785.65024_412",260
"785.82916_351.8",250
"785.89159_546.3",2069
"785.92489_470.2",2153
"785.97068_402.4",230
"786.02481_455.9",1489
"786.07477_573.2",1096
"786.16222_352.6",818
"786.1997_433.9",2202
"786.35798_522.8",2683
"786.39131_550.9",2034
"786.42464_467",1401
"786.49965_349.2",732
"786.52465_464.1",6564
"786.59967_406.4",269
"786.65385_402.7",627
"786.69971_43.7",1175
"786.82061_37.9",316
"786.8915_545.5",2304
"786.92487_469.9",2924
"786.97909_45.1",3930
"787.03331_451.7",1040
"787.11258_329.4",615
"787.32539_41.2",229
"787.40887_448.2",3782
"787.45479_423",2316
"787.60511_409.3",349
"787.7847_422.9",2235
"787.82648_37.9",260
"787.90168_469.3",3359
"787.92675_353.8",838
"787.98525_389.4",251
"788.12318_421.3",794
"788.36986_547.7",2674
"788.37822_44.2",251
"788.41168_453.6",2133
"788.43259_468.7",1886
"788.45351_424.8",668
"788.48697_388.1",792
"788.51625_502.9",1458
"788.6041_408.1",339
"788.69197_43.3",439
"788.75475_520.8",498
"788.77149_422.8",473
"788.82171_40.4",283
"788.87194_547.8",2448
"788.9138_388.2",1919
"788.98916_407.1",488
"789.10641_422.5",861
"789.34936_517.2",2729
"789.37031_546.9",1324
"789.44155_48.4",0
"789.45831_405.6",2286
"789.61758_410.6",2850
"789.75174_490.8",1934
"789.93207_547.9",2331
"789.96143_405.7",2203
"790.08729_497.8",1641
"790.37267_44.9",610
"790.41466_468.7",2281
"790.54902_436.8",2382
"790.62041_462.9",1361
"790.68762_590.7",942
"790.79684_42",597
"790.83465_40.6",476
"790.91449_468",2289
"790.95231_336.4",492
"791.38536_49.2",1228
"791.4148_472.7",1781
"791.45266_335.2",361
"791.57466_546.3",738
"791.67986_590.7",3384
"791.73878_490.8",3096
"791.78929_305.8",4569
"791.80192_40.5",698
"791.91558_479.1",2038
"791.98295_378.3",285
"792.12614_303.8",1236
"792.41684_477.5",1331
"792.43792_570.4",4399
"792.45899_302.9",379
"792.48428_370.4",452
"792.55172_426.2",546
"792.58966_418",2064
"792.67819_43.3",313
"792.77096_570.5",1761
"792.79205_310.1",1080
"792.90593_469.7",2246
"793.10844_570.5",1639
"793.12532_315.2",1934
"793.40813_469.8",2132
"793.43768_571.7",2840
"793.55592_431.8",2291
"793.58971_419.8",2062
"793.69954_513",1478
"793.77558_571",1679
"793.84319_39.9",399
"793.90658_468.9",1720
"793.94884_510.2",1406
"794.01647_410.7",902
"794.09256_570.3",1618
"794.19826_510",1792
"794.42665_569",2040
"794.44357_405.5",1199
"794.60012_415.8",352
"794.76095_572",1871
"794.80752_37.4",522
"794.90913_470.2",758
"794.95994_384.8",560
"795.09123_570.8",1829
"795.18442_507.6",773
"795.32_298.2",408
"795.3878_470.2",1826
"795.42595_568.8",2808
"795.45985_404.5",638
"795.50224_374.4",441
"795.60398_414.8",481
"795.75239_571.9",336
"795.81601_39.5",688
"795.88812_470.1",1120
"795.94327_467.5",2426
"795.97297_391.3",234
"796.00691_371.1",895
"796.07904_570.6",592
"796.11299_323.2",2865
"796.46959_390.2",201
"796.52055_571.3",1611
"796.54604_43.2",558
"796.58002_414.8",1986
"796.62249_446.2",184
"796.63524_40.8",1805
"796.7287_43.6",489
"796.77969_40.6",263
"796.93268_550.3",1671
"796.97943_410.7",423
"797.11547_485",2268
"797.20477_432.7",426
"797.43871_543.3",2329
"797.5238_560.9",1251
"797.58763_425.3",1147
"797.62594_456.5",236
"797.7068_431.8",497
"797.78343_485",2276
"797.94096_543.8",2341
"797.97929_407.9",1150
"798.0304_445.9",309
"798.11985_486.3",2289
"798.39255_450.7",3111
"798.43943_543.6",2344
"798.53321_459.5",622
"798.60143_427",395
"798.63127_43.1",264
"798.7123_42.8",548
"798.772_491.6",2431
"798.7848_40.2",317
"798.82319_39.5",395
"798.94263_546.4",2310
"798.97677_379.3",550
"799.0365_451.9",751
"799.10478_487",2347
"799.39507_450.8",2500
"799.41642_579.4",2490
"799.44204_545",2283
"799.4762_380",293
"799.54454_434.6",2867
"799.60007_489.6",2888
"799.66628_443.9",427
"799.7496_570.8",2598
"799.77096_488.7",2381
"799.82652_39.6",384
"799.91627_543.4",2286
"799.97611_370.6",392
"800.04024_456.7",1053
"800.08299_570.9",1188
"800.10437_488.6",886
"800.39092_455.8",2352
"800.42087_541.9",2118
"800.44654_68.8",1682
"800.48077_367",766
"800.4936_42.9",359
"800.54923_463.4",1058
"800.58347_43.2",277
"800.67335_42.4",457
"800.70759_42",422
"800.7504_570.7",812
"800.8403_349.4",517
"800.87884_469",825
"800.91738_543.5",2174
"801.04158_449.2",1093
"801.0887_490.6",1211
"801.17438_344.1",486
"801.42292_96.5",2195
"801.47008_471.7",3378
"801.79596_419.3",2241
"801.83457_40",259
"801.88176_471.4",2066
"801.92037_545.5",2100
"801.93753_47.7",387
"801.97185_472.9",2824
"801.98473_374.4",1159
"801.9976_409.1",454
"802.12634_420.7",2031
"802.33669_41.8",662
"802.3968_547.3",2316
"802.45693_328.2",1829
"802.58148_42",441
"802.6717_43.9",354
"802.68459_589.1",3272
"802.79631_38.2",349
"802.92095_403.7",1720
"802.92524_42.4",387
"802.95533_41.8",707
"803.00262_411.1",445
"803.09721_510.7",578
"803.12731_421.2",744
"803.29933_40.4",635
"803.35095_452.1",2315
"803.39827_546.8",2147
"803.43269_472.7",1402
"803.53596_567.1",6006
"803.7813_421.1",2647
"803.79853_40",914
"803.87603_472.5",930
"803.89756_545.1",4475
"803.91478_462.7",2524
"803.988_418.4",442
"804.09137_495.9",2812
"804.11291_421.9",290
"804.35421_452.7",2075
"804.45765_468.4",2292
"804.57837_42.2",392
"804.66892_42.7",370
"804.70342_506.1",930
"804.75949_489.9",3994
"804.75949_40.9",1294
"804.79399_41.1",465
"804.84144_37.1",451
"804.95793_468.5",754
"805.09602_492.9",1899
"805.20392_495.9",2033
"805.41548_48",5223
"805.45867_468.9",2256
"805.84317_40",281
"805.91233_537.9",2381
"805.95987_467.5",2187
"806.0766_481.9",721
"806.19335_504.4",756
"806.34906_44.2",214
"806.46155_370.3",1038
"806.56973_420.8",1200
"806.57406_41.3",829
"806.66062_41.4",446
"806.81213_37.6",664
"806.91172_548.6",2247
"806.96369_370.1",370
"807.11529_567.9",1924
"807.13695_297.7",1780
"807.44896_565.3",1819
"807.46197_369.5",279
"807.49231_101.3",2376
"807.56602_429.2",387
"807.78284_567.7",1817
"807.81321_39.7",1451
"807.90431_544.6",2150
"807.96505_370.6",306
"808.11693_568.2",1858
"808.21242_428",546
"808.4078_546.4",2180
"808.43385_43.9",856
"808.4382_470.6",2414
"808.46425_373.6",297
"808.52071_88.1",2262
"808.58152_420.9",329
"808.65972_42.3",714
"808.74227_41.7",1185
"808.76834_567.6",3840
"808.8596_38.6",1724
"808.90741_547.3",2093
"808.93784_467.3",2711
"808.96827_371.9",352
"808.99_410.5",597
"809.09869_568",2062
"809.40749_544.2",2169
"809.4336_562.4",1368
"809.49016_410.7",477
"809.52497_99.1",2389
"809.58589_414.3",757
"809.65118_403.1",445
"809.76435_568.5",2365
"809.82095_40.1",471
"809.90804_545.9",2120
"809.93852_354.3",2303
"809.98642_410.8",578
"810.09967_569",1776
"810.32188_40.2",340
"810.38289_545.2",2751
"810.39161_43.7",504
"810.4875_411.4",490
"810.52238_42.4",379
"810.60086_419.9",399
"810.61394_40.6",863
"810.74912_569.3",500
"810.78401_39.2",286
"810.82327_37.1",365
"810.88434_544.9",1849
"810.94106_545.1",1854
"810.98905_410.1",607
"811.03705_458",1065
"811.44302_545.7",2355
"811.48669_417.2",286
"811.54347_434.4",1619
"811.60462_416.4",410
"811.66578_407.4",144
"811.78375_40.6",433
"811.79249_483.4",2261
"811.88426_546",913
"811.94546_546.1",2507
"811.9848_407.1",2031
"812.046_458.2",427
"812.1247_482.4",2260
"812.39148_43.2",697
"812.44398_514.2",2467
"812.51836_45.3",416
"812.54462_453.2",2397
"812.67153_405.1",320
"812.7941_483.5",2569
"812.82912_37.5",571
"812.92983_465.6",2300
"812.978_404.6",1122
"813.04369_452.9",1749
"813.12692_483.8",2054
"813.42926_473.9",2387
"813.44679_512.6",2436
"813.46871_332.5",1030
"813.61776_414.1",382
"813.68353_403.6",2047
"813.78001_484.2",2261
"813.83045_39.6",458
"813.92476_483.7",2968
"814.0915_568.7",1502
"814.11344_484.3",2330
"814.38559_42.8",305
"814.4295_478.5",547
"814.46902_44",203
"814.60518_43",1023
"814.62275_413.3",854
"814.68864_431.5",325
"814.75893_568.9",1704
"814.7809_485.7",2056
"814.79409_40.9",380
"814.87318_38.3",963
"814.92153_468",2138
"815.09296_569.4",1764
"815.4184_471.1",1802
"815.44479_515.9",3007
"815.63399_477.6",1517
"815.71322_502.5",1191
"815.92012_468.2",1890
"816.07426_570.2",3742
"816.21081_492",2101
"816.38265_44.6",444
"816.42231_467.5",3101
"816.46639_416.4",1270
"816.55455_41.9",212
"816.58981_499.7",410
"816.69122_42",257
"816.80588_416.8",2284
"816.84116_37.2",318
"816.92497_468",671
"816.96467_545.5",556
"817.11469_563.2",1618
"817.13675_418.4",1969
"817.40159_498.5",1959
"817.45016_554.6",2534
"817.47224_418.9",1839
"817.5164_369",284
"817.59148_498.3",344
"817.78143_552.2",1577
"817.80352_40.3",328
"817.84329_37.9",751
"817.90073_467.6",667
"817.94935_355.4",1301
"818.02007_368.6",267
"818.12174_419.8",2161
"818.31187_42.3",378
"818.38264_44.5",287
"818.40475_509.8",2627
"818.46226_466.4",1563
"818.5065_488.8",6189
"818.5242_365.5",2145
"818.54632_100.7",2287
"818.59941_463.4",670
"818.64809_43.3",990
"818.7189_182.4",366
"818.77644_40",638
"818.83841_40.3",2407
"818.8694_544.5",951
"818.90039_468.2",261
"818.96237_367.5",331
"819.10408_487.1",2105
"819.21924_427.7",1954
"819.32114_450.8",2255
"819.45408_543.8",2336
"819.48067_295",692
"819.60921_463.5",519
"819.77326_487.9",1615
"819.9551_545.4",2321
"819.98171_295.2",3110
"820.3234_450.7",2235
"820.45658_537.9",2370
"820.51874_498.6",557
"820.54983_41.8",621
"820.61644_455.2",723
"820.63865_42.3",2308
"820.77635_39.8",251
"820.81189_37.6",359
"820.95408_540.7",2369
"821.14075_300.4",439
"821.45647_543.8",2369
"821.58548_429.4",791
"821.79018_565.7",2075
"821.81688_40.1",493
"821.92817_541.4",2287
"822.12409_565.1",2014
"822.32007_41.6",292
"822.43592_559",2188
"822.54733_43",616
"822.63647_42.7",888
"822.78805_565.9",1965
"822.93522_548.8",2096
"822.97982_367.3",1309
"823.12703_567.2",1960
"823.39479_466.2",2411
"823.4439_563.6",2215
"823.47515_362.5",346
"823.54212_570.3",584
"823.77881_570",2273
"823.79221_41.3",338
"823.89497_468.6",1282
"823.93518_546",2141
"823.98433_470",430
"824.04689_445.5",1643
"824.105_566.4",2282
"824.41795_42.9",495
"824.44031_554.9",2303
"824.51635_98.7",2309
"824.63266_42.7",238
"824.72214_41.5",330
"824.77584_565.6",2478
"824.82954_39.7",307
"824.91011_543.8",1340
"824.93249_404.3",796
"825.05336_456.7",378
"825.10709_564",827
"825.39374_449.4",1983
"825.41166_544.7",1959
"825.52368_100.1",2314
"825.55953_496.3",212
"825.76123_565.5",2798
"825.79709_40.9",243
"825.88677_467.3",1587
"825.90919_544.8",1726
"825.92712_461.5",2278
"825.95403_416.1",1007
"826.29497_39.5",632
"826.36677_44.1",202
"826.46103_334.6",1870
"826.52387_99.4",2449
"826.53285_517.2",499
"826.58224_43.5",309
"826.59571_41.3",181
"826.63162_41.4",495
"826.72144_41.1",292
"826.80228_480.6",2237
"826.97298_465.2",2341
"827.13475_480.4",2278
"827.22015_503.8",1131
"827.46742_462.2",2197
"827.53488_79",2243
"827.8003_480.2",2211
"827.8363_38.2",840
"827.9263_536.8",2257
"827.97131_464.7",1937
"828.11987_479.2",567
"828.36304_44",880
"828.38556_516.7",3892
"828.42611_543.9",2365
"828.45764_347.7",2601
"828.55225_499.7",814
"828.57929_41.2",228
"828.76857_569.4",1836
"828.7866_480.9",4637
"828.80464_37.9",264
"828.92636_547",2196
"828.94891_465.1",2217
"829.10223_568.7",928
"829.12028_482.6",516
"829.30523_39.8",492
"829.38645_516",2118
"829.44963_464.8",898
"829.51734_51.1",703
"829.68888_32.9",776
"829.8108_39.1",291
"829.9192_545.2",2139
"829.95082_465.3",2337
"830.09991_565.2",1449
"830.22644_425.9",491
"830.36204_44.6",288
"830.41629_543.7",2133
"830.45245_466.3",1968
"830.57002_437.2",270
"830.66952_42.2",356
"830.8007_40.1",444
"830.91835_542.3",2208
"830.9636_368.3",301
"831.14012_323.7",457
"831.46162_368.4",683
"831.56581_473.2",0
"831.78785_553.6",1517
"831.81051_417.3",936
